Document,Chunk Size,Overlap,kNN,Query,Document Filename,Chunk Index,Chunk Text,Relevance,Completeness,Accuracy
2.pdf,500,25,3,2. How many years were tree-ferns monitored after clearfell harvesting in the study?,2.pdf,16,"red tree-ferns survived to 1 year after
harvesting, 14% survived to 2.5 years after harvesting,
and 6% remained upright. The mechanical disturbance
associated with clearfelling, and perhaps the high
intensity slash-burn, appeared to be lethal
to the
majority of tree-ferns. Similar studies were subse-
quently undertaken on a further ﬁve coupes, encom-
passing a range of topographies, seasons and logging
contractors. Here, we quantify the initial survival of
tree-ferns on all six coupes.

2. Metho",5,4.5,6
2.pdf,500,25,5,"3. What percentage of tree-ferns remained alive one year after clearfell harvesting, according to the study?",2.pdf,3," 5% remaining in an upright position. Mortality was still increasing up to 6 years after clearfell harvesting, particularly for C.
australis. Sixty-seven percent of D. antarctica surviving to 1 year post-harvest were still alive after 4 or 6 years, whereas only
35% of C. australis survived this period. Low tree-fern survival is likely to result in declines in the abundance of other species
that rely directly on tree-ferns for habitat. The altered forest structure resulting from reduced tree-fern",5,3,5
2.pdf,500,25,3,"5. What specific silvicultural practice is primarily responsible for the changes in tree-fern abundance, and when did it become the major system practiced?",2.pdf,78,"low-growing
nature of tree-ferns, and the apparently low recruit-
ment rates, a major structural change will occur in
forests subject to this treatment.

While tree-ferns are unlikely to become extinct in
forests subjected to timber harvesting, it is clear that
forestry operations have lead to changes in tree-fern
abundance. Forest structure, especially in terms of the
horizontal and vertical distribution of tree-ferns, and
tree-fern size and age distribution, has also been
changed. Such changes",5,3,6
3.pdf,500,25,3,2. How tall can Dicksonia antarctica typically grow?,3.pdf,7,"land slopes and moist gullies, and they occasionally occur at high
altitudes in cloud forests. Dicksonia antarctica is the most abundant tree fern in South Eastern Australia.

Shoot

The plant can grow in acid, neutral and alkaline soils. It can grow in semi-shade. It strongly resents drought
or  dryness  at  the  roots,  and  does  best  in  moist  soil.  Dicksonia  antarctica  is  a  long  lived  species  in
comparison  to  the  trees  that  also  grow  in  its  natural  habitat.  While  it  d",5,3,5
3.pdf,500,25,5,6. What challenging cultivation method is noted for Dicksonia antarctica and when should it be used?,3.pdf,9,"to damage.[3]

Cultivation

Dicksonia antarctica grows best in areas of rainfall of over 1,000 mm per year but in lower rainfall areas
does well in moist gullies. It is tolerant of fire and re-shoots readily after re-location. It can provide habitat
for epiphytes and also provides shelter for more delicate fern species to flourish underneath.

Cross-section of trunk, MHNT

Plant  in  organic  soils  and  ensure  the  fern  is  kept  mulched  and  watered.  Dicksonia  antarctica  generally
requir",5,2,5
4.pdf,500,25,3,2. How long can an individual Dicksonia antarctica potentially live?,4.pdf,19,"
and

live

in

in

forest

et al
relatively

500–1000  years  (Mueck 
.  1996;  Unwin  &  Hunt
1996).
long
its
During
with
(compared
co-occurring  tree  species)  lifetime, 
  may
D.  antarctica
be  exposed  to  a  wide  range  of  light  regimes,  from
shaded  beneath  a  dense  tree  canopy,  to  high  light
intensities
growing
trunk
apex  of 
  are  very  resistant  to  damage  by
ﬁre and the apical rosette of fronds rapidly regenerates
after  intense  wildﬁres  (Hickey  1994).  During  the
",5,2,6
4.pdf,500,25,3,6. Why might Dicksonia antarctica be considered to occupy a broad ecological niche?,4.pdf,7,".  It  is  suggested  that  the  ecophysiological
characteristics  observed  in 
  in  this  study  may  contribute  to  the  ecological  niche  it  occupies,  which  is
D.  antarctica
characterized by a variable environment.

–
mol m

–
 s

(cid:2)

1

2

Key words:

 photosynthesis, stomatal conductance, vapour pressure deﬁcit, water relations.

INTRODUCTION

Pteridophytes (ferns) inhabit a wide range of terrestrial
environments  from  deserts  (Nobel  1978),  to  shaded
forest  understoreys  ",5,4,6
5.pdf,500,25,5,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,64,"

Comparison of tree fern growth rates

Values for the average growth rate of C. australis and D. antarctica were broadly within the
range of two other earlier studies in south-eastern Australia [13, 22] (Table 3). Mueck et al [13]

PLOS ONE | https://doi.org/10.1371/journal.pone.0176908 May 11, 2017

7 / 15

Non-linear growth in tree ferns, Dicksonia antarctica and Cyathea australis

Fig 3. Annual growth of D. antarctica by initial height and geographic area (note that height has been
slightly",5,2,6
5.pdf,500,25,5,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,56,"nsufficient numbers of C. austra-
lis in the O’Shannassy water catchment for statistical analyses of geographic location effects.
Dicksonia antarctica grew most rapidly in the Wallaby Creek water catchment and was
12.5mm/yr faster than in Marysville State Forest (Btail = 0.002), 10.2mm/yr faster than in Too-
langi State Forest (Btail = 0.002), and 8.8mm/yr faster than in O’Shannassy water catchment

Table 2. Summary of growth rates of C. australis and D. antarctica, for all ferns measured on all",5,2,6.5
5.pdf,500,25,1,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,74,"es with D. antarctica growing significantly more rapidly relative to other locations.
In New Zealand, Brock et al [6] found tree fern growth increased with decreasing latitude. In
contrast, the geographic range of our study was far more restricted, but also spread more east-
west with minimal difference in latitude. As such, latitude was unlikely to be a factor affecting
our results.

Cyathea grow faster than Dicksonia

We confirmed that C. australis grows faster than D. antarctica. This is perh",5,3.5,6
5.pdf,500,25,3,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,74,"es with D. antarctica growing significantly more rapidly relative to other locations.
In New Zealand, Brock et al [6] found tree fern growth increased with decreasing latitude. In
contrast, the geographic range of our study was far more restricted, but also spread more east-
west with minimal difference in latitude. As such, latitude was unlikely to be a factor affecting
our results.

Cyathea grow faster than Dicksonia

We confirmed that C. australis grows faster than D. antarctica. This is perh",5,3,7
5.pdf,500,25,5,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,17,"ximately 700 species globally [15] in
the tropics, subtropics, and southern temperate zones [2] and includes 11 species in Austra-
lia. The genus Dicksonia is of Gondwanan origin [23] with 50 species found in south-eastern
Australia, New Zealand, south-east Asia and Central and South America. There are three
species of Dicksonia in Australia [15]. In our study region, the distributions of D. antarctica
and C. australis overlap, with both found predominantly in cool, wet gullies. Cyathea austra-
",5,2,5
5.pdf,500,25,3,3. How does the initial height of Dicksonia antarctica impact its growth rate?,5.pdf,54,"ad limited influence on growth rates in C. australis with no signifi-
cant effect identified for slope, elevation or aspect. In contrast, D. antarctica grew more rapidly
on steeper slopes at a rate of 0.3mm/year for each additional degree in slope (Btail = 0.010).
Elevation and aspect had no influence on the growth rate of D. antarctica and C. australis.

Growth rates and geographic location

Other than initial height in 2009, geographic location had the largest effect on growth rates.
Cyathea a",5,4,6
5.pdf,500,25,1,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,4,"study had greater
overall growth for the duration of the study. This effect did not decrease even among the
tallest tree ferns in our study (up to 6 metres tall). Overall, Cyathea australis averaged 73
(± 22)mm/year of growth (± 1SD), with the rate increasing 5mm/yr per metre of additional
height. Dicksonia antarctica averaged 33 (± 13)mm/year, increasing by 6mm/yr/m. Growth
rates dependent on initial height were unexpected and we discuss possible reasons for this
finding. Variable growth rates ",5,3,5
5.pdf,500,25,3,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,66,"908.g003

used radiocarbon dating from the base of tall specimens of C. australis and D. antarctica, divid-
ing height by age to give an average growth rate. Their findings were highly variable for D. ant-
arctica with both the highest and lowest growth rates outside 2 standard deviations of our
result. Mueck et al [13] concluded the higher end of their results for D. antarctica were probably
overestimates. Ferwerda [22] measured tree fern frond spacing on coastal bluffs and new
growth after fir",5,3.5,6
5.pdf,500,25,3,6. How did the researchers account for post-fire environments in the growth measurement of Dicksonia antarctica?,5.pdf,53,"l 5mm each year for
every additional meter in height the tree fern was at the time of the fire. For D. antarctica, the
increase in growth for taller ferns was even greater with an additional 6mm of additional
growth measured each year for each meter taller the ferns were at the time of the fire (Table 2).

Growth rates and environmental variables

Environmental variables had limited influence on growth rates in C. australis with no signifi-
cant effect identified for slope, elevation or aspect. ",5,3,7
6.pdf,500,25,3,2. How are tree ferns propagated for use in commercial horticulture?,6.pdf,173,"oclimate requirements 

for growth of Soft Tree Fern in native moist forest and in clearfelled plantation sites, 

notably to establish silvicultural requirements of the tree fern as a commercial 

understorey crop in Eucalyptus plantations, presently being widely established by large 

scale private forest companies in northern Tasmania. 

(ii) Development of suitable techniques for nursery propagation, micropropagation, 

species provenance and site tolerance trials, suitable to complement and",5,4,6
